,smiles,alpha
37014,C1C2(CO1)C3(O2)COC3,68.45
37015,C1C23CC=CC12C=CC3,83.99
37016,C1C23CC=CC12N=CO3,71.54
37017,C1C=CC23NC12CC=C3,80.18
37018,C1C=CC23OC12CC=C3,76.26
37019,C1C23CC=CC12CC=C3,84.08
37020,C1C23OC=NC12CC=C3,71.62
37021,C1C=CC23CC=CC12N3,80.22
37022,C1C=CC23CC=CC12O3,76.22
37023,C1C23CCC12C=CCC3,87.01
37024,C1C23CCC12C=CCO3,79.95
37025,C1C23CCC12N=COC3,75.57
37026,C1C23COC12C=CCC3,79.57
37027,C1C23COC12C=CCO3,72.63
37028,C1C23CCC=CC12CO3,79.37
37029,C1C23COC=NC12CN3,71.99
37030,C1C23COC=NC12CO3,67.98
37031,C1CC23NC12CCC=C3,83.51
37032,C1CC23OC12CCC=C3,79.7
37033,C1C23CCC12CC=CC3,86.65
37034,C1C23CCC12OC=NC3,74.74
37035,C1C23CN=COC12CN3,71.36
37036,C1C23COC12CC=CC3,79.08
37037,C1C23CN=COC12CO3,67.43
37038,C1CC23CC=CCC12N3,83.1
37039,C1CC23CC=CCC12O3,79.48
37040,C1C23CCC12CCCC3,88.26
37041,C1C23CCC12COCC3,81.24
37042,C1C23CCC12OCCC3,81.15
37043,C1C23CCC12OCCO3,73.89
37044,C1C23CCC12OCOC3,73.84
37045,C1C23COC12CCCC3,80.7
37046,C1C23CCCOC12CO3,73.5
37047,C1C23COC12CCOC3,73.92
37048,C1C23COC12COCC3,73.79
37049,C1C23COCOC12CO3,66.39
37050,C1CC23CCCCC12O3,81.35
37051,C1CC23COCCC12N3,77.93
37052,C1CC23COCCC12O3,74.35
37053,C1C23CC=CC12CCO3,78.71
37054,C1C23CC=CC12OCO3,71.2
37055,C1C23CCCC12C=CC3,85.99
37056,C1C23CCCC12N=CO3,73.53
37057,C1C23CCOC12C=CC3,78.56
37058,C1C23COCC12C=CC3,78.8
37059,C1C23COCC12N=CN3,70.79
37060,C1C23COCC12N=CO3,66.62
37061,C1CC23CC=CC2(C1)N3,82.25
37062,C1CC23CC=CC2(C1)O3,78.54
37063,C1OCC23NC12CC=C3,75.3
37064,C1OCC23OC12CC=C3,71.47
37065,C1C23CCCC12CCC3,87.89
37066,C1C23CCCC12COC3,80.74
37067,C1C23CCCC12OCC3,80.55
37068,C1CC23OCOC2(C1)C3,73.08
37069,C1C23CCOC12CCO3,73.24
37070,C1C23CCOC12COC3,73.47
37071,C1C23COCC12COC3,73.67
37072,C1C23COCC12OCO3,66.18
37073,C1CC23CCCC2(C1)O3,80.76
37074,C1CC23COCC2(C1)N3,77.29
37075,C1CC23COCC2(C1)O3,73.67
37076,C1OCC23COCC12N3,70.22
37077,C1OCC23COCC12O3,66.73
37078,C1C2=CC3C=C1C1C2N31,74.91
37079,C1C2=CC3C=C1C1C3C21,79.14
37080,C1C2=CC3N=C1N1C3C21,73.34
37081,N1C2=CC3N=C1C1C3C21,68.48
37082,C1C2C1C1(CC1)C21CC1,86.87
37083,C1CC11C2CC2C11CO1,79.66
37084,C1C2N1C1(CC1)C21CC1,83.23
37085,C1CC11C2NC2C11CC1,83.63
37086,C1CC11C2NC2C11CN1,79.85
37087,C1CC11C2NC2C11CO1,76.28
37088,C1CC11C2OC2C11CC1,79.48
37089,C1CC11C2OC2C11CN1,75.74
37090,C1CC11C2OC2C11CO1,72.2
37091,C1C2N1C1(CC1)C21CN1,79.94
37092,C1C2N1C1(CC1)C21CO1,76.13
37093,N1CC11C2CC2C11NC1,80.15
37094,C1NC11C2CC2C11CO1,76.03
37095,C1NC11C2NC2C11CN1,76.22
37096,C1NC11C2NC2C11CO1,72.51
37097,C1NC11C2OC2C11CN1,72.16
37098,C1NC11C2OC2C11CO1,68.49
37099,O1CC11C2CC2C11OC1,72.51
37100,C1OC11C2NC2C11CO1,68.97
37101,C1OC11C2OC2C11CO1,65.02
37102,C1C23CC=CC12C1NC31,79.18
37103,C1C23CC=CC12C1OC31,75.01
37104,C1C23NC=NC12C1OC31,67.0
37105,C1C23OC=NC12C1NC31,66.82
37106,C1C23OC=NC12C1OC31,62.87
37107,C1C2C1C13CC21CC=C3,82.54
37108,C1C2C1C13CC21OC=N3,70.04
37109,C1C2C1C13NC21CC=C3,79.2
37110,C1C2C1C13OC21CC=C3,75.27
37111,C1C2N1C13CC21C=CC3,79.05
37112,C1C2N1C13CC21CC=C3,79.06
37113,C1C=CC23NC12C1NC31,75.38
37114,C1C=CC23NC12C1OC31,70.97
37115,C1C=CC23OC12C1NC31,71.42
37116,C1C=CC23OC12C1OC31,67.2
37117,C1C23CCCC12C1NC31,80.98
37118,C1C23CCCC12C1OC31,76.81
37119,C1C23CCOC12C1NC31,73.6
37120,C1C23CCOC12C1OC31,69.52
37121,C1C23COCC12C1NC31,73.77
37122,C1C23COCC12C1OC31,69.67
37123,C1C23OCOC12C1NC31,66.28
37124,C1C23OCOC12C1OC31,62.31
37125,C1C2C1C13CC21CCC3,84.24
37126,C1C2C1C13CC21CCO3,76.89
37127,C1C2C1C13CC21COC3,76.99
37128,C1C2C1C13CC21OCO3,69.53
37129,C1C2C1C13CCCC21N3,80.64
37130,C1C2C1C13CCCC21O3,76.91
37131,C1C2C1C13COCC21N3,73.46
37132,C1C2C1C13COCC21O3,69.77
37133,C1C2N1C13CC21CCC3,80.79
37134,C1C2N1C13CC21COC3,73.61
37135,C1C2N1C13CC21OCC3,73.53
37136,C1CC23NC2(C1)C1NC31,77.63
37137,C1CC23NC2(C1)C1OC31,73.16
37138,C1CC23OC2(C1)C1NC31,73.76
37139,C1CC23OC2(C1)C1OC31,69.5
37140,C1OCC23NC12C1NC31,70.4
37141,C1OCC23NC12C1OC31,66.07
37142,C1OCC23OC12C1NC31,66.59
37143,C1OCC23OC12C1OC31,62.45
37144,C1C2C1C13CC4C1C2C34,82.24
37145,C1C2C1C13CC4C1C2N34,78.77
37146,C1C2C1C13CC4C1N2C34,78.18
37147,C1C2C1C13CN4C1C2C34,78.12
37148,C1C2C1C13NC4C1N2C34,74.35
37149,C1C2C1C13OC4C1C2C34,73.93
37150,C1C2C1C13OC4C1N2C34,70.12
37151,C1C2C3C4C5CC4(C35)N12,78.56
37152,C1C2C3C4C5NC5C13C24,78.78
37153,C1C2C3C4C5NC5C13N24,74.93
37154,C1C2C3C4C5OC5C13C24,74.38
37155,C1C2C3C4C5OC5C13N24,70.62
37156,C1C2C3C4N5CC4(C35)N12,74.57
37157,C1C2N1C1C3C4CC23C14,78.64
37158,C1C2N1C1C3C4OC23C14,70.49
37159,C1C2N1C1C3N4CC23C14,74.66
37160,C1N2C3C4C5NC5C13C24,74.69
37161,C1N2C3C4C5OC5C13C24,70.4
37162,N1C2C1C13OC4C1C2C34,70.51
37163,O1C2C1C13OC4C1C2C34,66.22
37164,C1C2C1C13CC2C1CO3,77.52
37165,C1C2C1C13CCC1C2C3,85.31
37166,C1C2C1C13CCC1C2O3,77.72
37167,C1C2C1C13CN2C1CO3,73.86
37168,C1C2C1C13COC1C2C3,77.74
37169,C1C2C1C13COC1C2N3,74.08
37170,C1C2C1C13COC1C2O3,70.25
37171,C1C2C3CC4(CCC34)N12,81.73
37172,C1C2C3CC4(COC34)N12,74.2
37173,C1C2N1C1CC22CCC12,82.17
37174,C1C2N1C1CC22COC12,74.5
37175,C1C2N1C1CC22OCC12,74.46
37176,C1CC23CC(C4NC24)C13,82.03
37177,C1CC23CC(C4NC24)N13,78.52
37178,C1CC23CC(C4OC24)C13,77.63
37179,C1CC23CC(C4OC24)N13,74.14
37180,C1CC23OC(C4NC24)C13,75.05
37181,C1CC23OC(C4OC24)C13,70.68
37182,C1NC2C3OC12C1NC31,70.69
37183,C1NC2C3OC12C1OC31,66.49
37184,C1OC23CC(C4NC24)C13,74.15
37185,C1OC23CC(C4OC24)C13,69.83
37186,C1OC2C3CC12C1NC31,74.21
37187,C1OC2C3CC12C1OC31,70.01
37188,C1OC2C3NC12C1NC31,70.78
37189,C1OC2C3NC12C1OC31,66.55
37190,C1OC2C3OC12C1NC31,66.85
37191,C1OC2C3OC12C1OC31,62.72
37192,C1C2C1C13CCC21CC3,84.26
37193,C1C2C1C13CCC21CO3,76.89
37194,C1C2C1C13COC21CO3,69.63
37195,C1C2N1C13CCC21CC3,80.58
37196,C1C2N1C13CCC21OC3,73.27
37197,C1CC23CCC12C1NC31,81.14
37198,C1CC23CCC12C1OC31,77.02
37199,C1CC23OCC12C1NC31,73.73
37200,C1CC23OCC12C1OC31,69.7
37201,C1NC23CNC12C1NC31,73.97
37202,C1NC23CNC12C1OC31,69.99
37203,C1NC23COC12C1NC31,69.98
37204,C1NC23COC12C1OC31,66.08
37205,C1OC23COC12C1NC31,66.51
37206,C1OC23COC12C1OC31,62.56
37207,C1C2C1C1=CCC3C2C13,83.46
37208,C1C=C2C3NC3C3C1C23,80.31
37209,C1C=C2C3NC3C3C2N13,76.27
37210,C1C=C2C3OC3C3C1C23,75.89
37211,C1C=C2C3OC3C3C2N13,71.93
37212,C1N=C2C3NC3C3C1N23,71.87
37213,C1N=C2C3OC3C3C1N23,67.73
37214,C1C2C1C1=CCCCC21,88.56
37215,C1C2C1C1=CCCOC21,81.77
37216,C1C2C1C1=CCOCC21,81.48
37217,C1C2C3CCCN=C3N12,79.17
37218,C1C2C3OCCN=C3N12,72.94
37219,C1C2N1C1COCC=C21,77.39
37220,C1CC=C2C3NC3C2C1,85.14
37221,C1CC=C2C3NC3C2O1,78.33
37222,C1CC=C2C3OC3C2C1,80.79
37223,C1CC=C2C3OC3C2O1,73.99
37224,C1OCC2C3NC3C2=C1,78.63
37225,C1OCC2C3OC3C2=C1,74.4
37226,C1C2C1C1C2C11CCC1,85.76
37227,C1C2C1C1C2C11CCO1,79.0
37228,C1C2C1C1C2C11COC1,78.04
37229,C1C2C1N1C2C11COC1,74.7
37230,C1C2C3C(N12)C31CCC1,83.55
37231,C1C2C3C(N12)C31CCO1,76.18
37232,C1C2C3C(N12)C31COC1,75.8
37233,C1CC2(C1)C1C3NC3C21,82.48
37234,C1CC2(C1)C1C3OC3C21,78.31
37235,C1CC2(O1)C1C3NC3C21,75.21
37236,C1CC2(O1)C1C3OC3C21,71.12
37237,C1OCC11C2C3NC3C12,74.79
37238,C1OCC11C2C3OC3C12,70.71
37239,C1C2C1C1C2CC11CC1,85.32
37240,C1C2C1C1C2CC11CO1,78.14
37241,C1C2C1C1C2OC11CC1,78.21
37242,C1C2C1N1CC3(CN3)C21,78.48
37243,C1C2C1N1CC3(CO3)C21,74.82
37244,C1CC11CC2C3CN3C12,81.82
37245,C1CC11CC2C3OC3C12,78.35
37246,C1CC11OC2C3CN3C12,74.77
37247,C1CC11OC2C3NC3C12,75.18
37248,C1CC11OC2C3OC3C12,71.23
37249,C1C2C3CC4(CN4)C3N12,78.32
37250,C1C2C3CC4(CO4)C3N12,74.68
37251,C1OC11CC2C3NC3C12,74.58
37252,C1OC11CC2C3OC3C12,70.7
37253,C1C2C1C1C3C4C2C4C13,79.86
37254,C1C2C1C1C3C4C2C4N13,76.22
37255,C1C2C1N1C3C4C(C13)N24,72.89
37256,C1C2C3C4C3C3C4N3C12,76.32
37257,C1C2C3C4C3C3C4C3N12,76.52
37258,C1C2C3C4C5C(C5N34)N12,72.92
37259,N1C2C1C1C3C4C2C4N13,72.97
37260,O1C2C1C1C3C4C2C4C13,72.4
37261,O1C2C1C1C3C4C2C4N13,68.9
37262,C1C2C1C1C3C4C(C23)N14,75.88
37263,C1C2C1C1C3C4C2C1N34,75.44
37264,C1C2C1C1C3C4C3C1C24,79.55
37265,C1C2C1C1C3C4C3N1C24,75.79
37266,C1C2C3C4C5C(C3N45)N12,72.05
37267,C1C2C3C4C5C(C4N12)N35,72.28
37268,C1C2C3C4C5C4C(C35)N12,75.94
37269,N1C2C1C1C3C4C(C23)N14,72.66
37270,N1C2C1C1C3C4C3N1C24,72.54
37271,O1C2C1C1C3C4C(C23)N14,68.47
37272,O1C2C1C1C3C4C2C1N34,67.85
37273,O1C2C1C1C3C4C3C1C24,72.05
37274,O1C2C1C1C3C4C3N1C24,68.41
37275,C1C2C1C1C3C=CC1C23,82.13
37276,C1C2C1N1C3C=CC1C23,78.42
37277,C1C2C3C4C=CC3C4N12,79.06
37278,O1C2C1C1C3C=CC1C23,73.94
37279,C1C2C1C1C3CCC1C23,84.62
37280,C1C2C1C1C3COC1C23,77.24
37281,C1C2C3C4CCC3C4N12,81.12
37282,C1C2C3C4COC3C4N12,73.73
37283,C1CC2C3C4OC4C2C13,76.72
37284,C1CN2C3C4NC4C2C13,77.97
37285,C1CN2C3C4OC4C2C13,73.49
37286,C1OC2C3C4NC4C2C13,73.74
37287,C1OC2C3C4OC4C2C13,69.45
37288,C1C2C1C1C3CCC3C21,84.11
37289,C1C2C1C1C3OCC3C21,76.99
37290,C1C2C1N1C3COC3C21,74.0
37291,C1C2C3C(C4CCN34)N12,77.58
37292,C1C2C3C4COC4C3N12,73.27
37293,C1CC2C1C1C3OC3C21,76.87
37294,C1CN2C1C1C3NC3C21,77.46
37295,C1CN2C1C1C3OC3C21,73.45
37296,C1OC2C1C1C3NC3C21,73.9
37297,C1OC2C1C1C3OC3C21,69.86
37298,C1C2C1C1C=CC2C=C1,81.02
37299,O1C2C1C1C=CC2C=C1,73.19
37300,C1C2C1C1C=CC3C2C13,80.96
37301,C1C2C1C1C=CC3C2N13,77.28
37302,N1C2C1C1C=CC3C2N13,74.11
37303,N1C2C1C1N=CN3C2C13,69.83
37304,O1C2C1C1C=CC3C2C13,73.68
37305,O1C2C1C1C=CC3C2N13,70.13
37306,O1C2C1C1N=CN3C2C13,65.77
37307,C1C2C1C1C=CCCC21,86.39
37308,C1C2C1C1C=CCOC21,79.66
37309,C1C2C1C1N=COCC21,74.43
37310,C1C2C3N=COCC3N12,70.61
37311,C1C2C3OCC=CC3N12,75.55
37312,C1CC2C3OC3C2C=C1,79.31
37313,C1OC2C3NC3C2C=C1,76.52
37314,C1OC2C3OC3C2C=C1,72.6
37315,C1OC=NC2C3NC3C12,71.53
37316,C1OC=NC2C3OC3C12,67.7
37317,C1C2C1C1CC1C1CC21,83.59
37318,C1C2C3CC3N3CC3C12,80.55
37319,C1C2C1C1NC1C1NC21,77.49
37320,C1C2C1C1OC1C1NC21,73.67
37321,C1C2C1C1OC1C1OC21,69.86
37322,C1C2C1N1CC1C1CN21,77.43
37323,C1C2C3NC3C3CN3C12,77.51
37324,C1C2C3OC3C3CN3C12,73.8
37325,C1C2C3CC3C3OC3C12,76.79
37326,N1C2C1C1NC1C1NC21,74.55
37327,N1C2C1C1OC1C1OC21,66.81
37328,N1C2C3NC3C3OC3C12,69.84
37329,O1C2C1C1OC1C1OC21,62.97
37330,C1C2C1C1CC2C2CC12,83.37
37331,C1C2C1C1CC2C2OC12,75.54
37332,C1C2C1C1OC2C2CC12,75.95
37333,C1C2C1C1OC2C2NC12,72.43
37334,C1C2C1C1OC2C2OC12,68.22
37335,C1C2C3CC(C4NC34)N12,76.45
37336,C1C2C3CC(C4OC34)N12,72.28
37337,C1C2C3OC3C1C1OC21,67.88
37338,N1C2C1C1NC2C2OC12,68.6
37339,N1C2C1C1OC2C2NC12,69.01
37340,N1C2C1C1OC2C2OC12,64.85
37341,N1C2C3OC3C1C1OC21,64.54
37342,O1C2C1C1OC2C2OC12,60.88
37343,C1C2C1C1CC2CC=C1,84.77
37344,C1C2C1C1CC2OC=N1,73.04
37345,C1C2C1C1OC2CC=C1,77.28
37346,C1C2CC=CC1C1OC21,77.38
37347,C1C2OC=NC1C1NC21,69.7
37348,C1C2OC=NC1C1OC21,65.67
37349,C1C=CC2OC1C1NC21,74.64
37350,C1C=CC2OC1C1OC21,70.45
37351,C1C2C1C1CC2CCC1,86.19
37352,C1C2C1C1CC2CCO1,79.67
37353,C1C2C1C1CC2COC1,80.0
37354,C1C2C1C1CC2OCO1,72.73
37355,C1C2C1C1CCCC2O1,79.02
37356,C1C2C1C1COCC2O1,72.68
37357,C1C2C1C1OC2CCO1,72.18
37358,C1C2C3CC(CCO3)N12,76.47
37359,C1C2C3CC(COC3)N12,76.7
37360,C1C2CCCC1C1OC21,79.15
37361,C1C2CCOC1C1NC21,76.35
37362,C1C2CCOC1C1OC21,72.18
37363,C1C2COCC1C1OC21,72.52
37364,C1C2OCOC1C1NC21,69.06
37365,C1C2OCOC1C1OC21,64.95
37366,C1CC2OC(C1)C1NC21,76.05
37367,C1CC2OC(C1)C1OC21,72.12
37368,C1CC2OC(O1)C1NC21,68.84
37369,C1CC2OC(O1)C1OC21,64.91
37370,C1OCC2NC1C1OC21,69.45
37371,C1OCC2OC1C1NC21,69.88
37372,C1OCC2OC1C1OC21,65.8
37373,C1C2C1C1CC3C(C1)C23,83.27
37374,C1C2C1C1CC3C(O1)C23,75.76
37375,C1C2C1C1OC3C(O1)C23,68.51
37376,C1C2C3C4CC(CC34)N12,80.15
37377,C1C2C3C4NC4C1CN23,76.29
37378,C1C2C3C4OC4C1CN23,72.22
37379,C1C2C3CC1C1OC1C23,75.79
37380,C1C2C3CC4C(C3)C4N12,79.97
37381,C1C2C3CC4C(O3)C4N12,72.58
37382,C1C2C3OC1C1NC1C23,72.41
37383,C1C2C3OC1C1OC1C23,68.37
37384,C1C2C3OC4C(O3)C4N12,65.38
37385,N1C2C1C1OC3C(O1)C23,65.21
37386,O1C2C1C1OC3C(O1)C23,61.2
37387,C1C2C1C1CC3C2CC13,84.17
37388,C1C2C1C1OC3C2CC13,76.33
37389,C1C2C1C1OC3C2OC13,69.09
37390,C1C2C1N1CC3C1CN23,77.57
37391,C1C2C3CC4C(CN34)N12,77.27
37392,C1C2C3CC4C3CC4N12,81.02
37393,C1C2C3NC3C3CN2C13,77.02
37394,C1C2C3NC3C3OC2C13,72.89
37395,C1C2C3OC3C3CC2C13,76.59
37396,C1C2C3OC3C3CN2C13,72.88
37397,C1C2C3OC3C3OC2C13,68.85
37398,C1C2C3OC4C3CC4N12,73.54
37399,N1C2C1C1NC3C2NC13,73.06
37400,N1C2C1C1OC3C2NC13,69.07
37401,N1C2C1C1OC3C2OC13,65.75
37402,N1C2C3OC3C3NC2C13,69.05
37403,N1C2C3OC3C3OC2C13,65.1
37404,O1C2C1C1OC3C2OC13,61.72
37405,C1C2C1C1CC3CC1C23,83.95
37406,C1C2C1C1CC3OC1C23,76.12
37407,C1C2C1C1OC3CC1C23,76.94
37408,C1C2C3C4CC(C3O4)N12,72.79
37409,C1C2C3CC4OC3C4N12,72.71
37410,C1C2C3OC4CC3C4N12,73.4
37411,C1C2CC3C4OC4C2C13,76.29
37412,C1C2CC3C4OC4C2N13,72.93
37413,C1C2OC3C2C2NC2C13,72.81
37414,C1C2OC3C2C2OC2C13,68.73
37415,C1C2OC3C4NC4C2C13,73.21
37416,C1C2OC3C4OC4C2C13,69.1
37417,C1C2C1C1CC3CC2C13,83.18
37418,C1C2C1C1OC3CC2C13,76.26
37419,C1C2C1N1CC3OC2C13,73.15
37420,C1C2C3CC4CC(C34)N12,79.71
37421,C1C2C3OC4CC(C34)N12,72.88
37422,C1C2CC3C4NC4C1N23,76.34
37423,C1C2CC3C4OC4C1C23,76.1
37424,C1C2CC3C4OC4C1N23,72.47
37425,C1C2OC3C4NC4C1C23,73.1
37426,C1C2OC3C4OC4C1C23,69.09
37427,C1C2C1C1CC=CCC21,85.55
37428,C1C2C1C1OC=NCC21,74.22
37429,C1C2C3OC=NCC3N12,70.45
37430,C1C=CCC2C3OC3C12,78.37
37431,C1N=COC2C3NC3C12,71.23
37432,C1N=COC2C3OC3C12,67.44
37433,C1C2C1C1CCC2C=C1,84.33
37434,C1C2C1C1OCC2C=C1,77.36
37435,C1C2C3OCC(C=C3)N12,73.97
37436,C1CC2C=CC1C1OC21,76.31
37437,C1OC2C=CC1C1NC21,73.76
37438,C1OC2C=CC1C1OC21,69.63
37439,C1C2C1C1CCC2CC1,86.22
37440,C1C2C1C1CCC2CO1,79.6
37441,C1C2C1C1COC2CO1,72.74
37442,C1C2C1C1OCC2CO1,72.45
37443,C1C2C3CCC(CO3)N12,76.27
37444,C1C2C3OCC(CO3)N12,69.37
37445,C1CC2CCC1C1OC21,78.75
37446,C1CC2OCC1C1NC21,76.05
37447,C1CC2OCC1C1OC21,72.02
37448,C1NC2COC1C1NC21,72.56
37449,C1OC2COC1C1NC21,69.48
37450,C1OC2COC1C1OC21,65.47
37451,C1OC2OCC1C1NC21,69.16
37452,C1OC2OCC1C1OC21,65.11
37453,C1C2C1C1CCC3C2C13,82.92
37454,C1C2C1C1COC3C2C13,75.88
37455,C1C2C1C1OCC3C2C13,76.07
37456,C1C2C1N1C3COC2C13,72.81
37457,C1C2C3C4OCC(C34)N12,72.62
37458,C1C2C3COC4C3C4N12,72.49
37459,C1C2C3OCC4C3C4N12,72.77
37460,C1CC2C3NC3C3C1N23,75.98
37461,C1CC2C3OC3C3C1C23,75.71
37462,C1CC2C3OC3C3C1N23,72.07
37463,C1CN2C3C4NC4C1C23,76.25
37464,C1CN2C3C4OC4C1C23,72.25
37465,C1OC2C3C4OC4C1C23,68.84
37466,C1OC2C3NC3C3C1C23,72.74
37467,C1OC2C3OC3C3C1C23,68.7
37468,C1C2C1C1CCCCC21,87.47
37469,C1C2C1C1COCCC21,80.63
37470,C1C2C1C1OCCCC21,80.91
37471,C1C2C1C1OCCOC21,74.08
37472,C1C2C1C1OCOCC21,73.6
37473,C1C2C3CCOCC3N12,76.85
37474,C1C2C3OCCCC3N12,77.04
37475,C1C2C3OCOCC3N12,69.86
37476,C1CC2C3NC3C2CO1,77.48
37477,C1CC2C3OC3C2CO1,73.3
37478,C1CCC2C3OC3C2C1,80.4
37479,C1COC2C3NC3C2C1,77.35
37480,C1COC2C3NC3C2N1,73.83
37481,C1COC2C3NC3C2O1,70.73
37482,C1COC2C3OC3C2C1,73.38
37483,C1COC2C3OC3C2O1,66.78
37484,C1OCC2C3NC3C2O1,70.58
37485,C1OCC2C3OC3C2O1,66.68
37486,C1C2C3C4CC=C(C13)C24,85.3
37487,C1C2C3C1C1=CCN3C21,81.56
37488,C1C2C3C4CC=C2C4N13,81.22
37489,C1C2C3C4CC=C3C1N24,82.0
37490,C1C=C2C3OC4C3C1C24,76.89
37491,C1C=C2C3OC4C3N1C24,73.22
37492,C1C2C3C1C1C=C3CC21,83.3
37493,C1C2C3C1C1N=C3OC21,70.15
37494,C1C2C3C1N1CC3=CC21,79.62
37495,C1C2C3N1C1C=C3CC21,79.35
37496,C1C2C3N1C1CC3=CC21,81.29
37497,N1C2C3C1C1N=C3OC21,66.96
37498,O1C2C3C1C1N=C3OC21,64.9
37499,C1C2C3C4C=CC(C13)C24,81.79
37500,C1C2C3C1N1C3C=CC21,78.05
37501,C1C2C3C4C=CC2C4N13,77.98
37502,C1C2C3C4C=CC3C1N24,78.31
37503,C1C2C3C4C=CC3N1C24,78.07
37504,N1C2C3C1C1N=CN3C21,69.3
37505,O1C2C3C4C=CC(C13)C24,73.43
37506,O1C2C3C1C1N=CN3C21,65.17
37507,C1C2C3C1C1CC3CC21,83.6
37508,C1C2C3C1C1OC3CC21,76.09
37509,C1C2C3C1C1OC3OC21,68.36
37510,C1C2C3C4CC(C2O4)N13,72.46
37511,C1C2C3OC4C3N1CC24,71.62
37512,C1C2CC3C4OC(C24)C13,75.51
37513,C1C2OC3C4OC(C24)C13,68.05
37514,O1C2C3C1C1OC3OC21,60.44
37515,C1C2C3C1C1CC=C3C21,84.78
37516,C1C2C3C1N1CC=C3C21,81.1
37517,C1C2C3C4CC=C3C2N14,81.4
37518,C1C2C3N1C1C2CC=C31,80.7
37519,C1C=C2C3C4OC3C1C24,76.74
37520,C1C2C3C4CCC(C13)C24,84.16
37521,C1C2C3C4OCC(C13)C24,76.72
37522,C1C2C3C4COC(C13)C24,76.91
37523,C1C2C3C4COC2C4N13,72.96
37524,C1C2C3C4COC3C1N24,73.18
37525,C1C2C3C4OCC2C4N13,72.84
37526,C1C2C3C4OCC3N1C24,73.19
37527,C1CC2C3OC4C3C1C24,76.05
37528,C1CN2C3C4OC3C1C24,72.49
37529,C1OC2C3C4OC3C1C24,68.71
37530,C1OC2C3OC4C3C1C24,68.83
37531,C1C2C3C1C21C=CCC31,85.26
37532,C1C2C3C1C21C=CCN31,81.7
37533,C1C2C3C1C21N=COC31,72.37
37534,C1C2C3C4CC=CC24N13,81.53
37535,C1C2N3C1C21C=CCC31,81.22
37536,C1C=CC23C1C1C2OC31,77.0
37537,C1C=CC23C4NC2C4N13,77.82
37538,C1C=CC23C4OC2C4N13,73.7
37539,N1C2C3C1C21N=COC31,68.66
37540,N1C=NC23C1C1C2OC31,68.8
37541,O1C2C3C1C21N=COC31,64.51
37542,C1C2C3C1C21CC=CC31,84.52
37543,C1C2C3C1C21OC=NC31,71.82
37544,C1C2C3C4C=CCC24N13,80.77
37545,C1C2N3C1C21CC=CC31,80.84
37546,C1C=CC2C3C4OC3C124,76.44
37547,C1N=CN2C3C4NC3C124,73.47
37548,C1N=CN2C3C4OC3C124,69.29
37549,N1C2C3C1C21OC=NC31,68.14
37550,N1C=NC2C3C4OC3C124,68.61
37551,O1C2C3C1C21OC=NC31,64.04
37552,C1C2C3C1C21CCC=C31,87.09
37553,C1C2C3C1C21OCC=C31,79.88
37554,C1C2C3N1C21CCC=C31,83.94
37555,C1CC23C4OC2C4C3=C1,78.43
37556,C1OC23C4NC2C4C3=C1,75.81
37557,C1OC23C4OC2C4C3=C1,71.48
37558,C1CC2C3C4CC3C24C1,86.44
37559,C1C2C3C1C21CCOC31,79.2
37560,C1C2C3C1C21COCC31,79.26
37561,C1CC2C3C4CC3C24O1,79.2
37562,C1C2C3C1C21OCOC31,71.78
37563,C1C2C3C4CCCC24N13,82.78
37564,C1C2C3C4COCC24N13,75.68
37565,C1C2C3C4OCCC24N13,75.57
37566,C1C2N3C1C21CCCC31,82.65
37567,C1C2N3C1C21COCC31,75.63
37568,C1C2N3C1C21OCCC31,75.71
37569,C1CC23C4OC2C4C3O1,71.1
37570,C1CC2C3C4OC3C24C1,78.21
37571,C1CC2C3C4OC3C24O1,71.14
37572,C1CN2C3C4NC3C24C1,78.99
37573,C1CN2C3C4OC3C24C1,74.78
37574,C1OC2C3C4NC3C24O1,68.04
37575,C1OC2C3C4OC3C24O1,63.9
37576,C1OCC23C1C1C2OC31,71.16
37577,C1C2C3C2C2C4C1C4C32,79.88
37578,C1C2C3C2N2C4C1C4C32,76.41
37579,C1C2C3C4C(C5C1N45)N23,72.4
37580,O1C2C3C2C2C4C1C4C32,71.99
37581,O1C2C3C2N2C4C1C4C32,68.52
37582,C1C2C3C2C2C=CC3C12,80.55
37583,C1C2C3C2C2C=CC3N12,76.69
37584,C1C2C3C4C=CC(C14)N23,76.92
37585,C1C2C3C=CC2C2C3N12,76.27
37586,O1C2C3C2C2C=CC3C12,73.08
37587,C1C2C3C2C2CC3CC12,82.97
37588,C1C2C3C2C2CC3OC12,75.94
37589,C1C2C3C2C2OC3CC12,75.21
37590,C1C2C3C2C2OC3OC12,67.99
37591,C1C2C3C4CC(C1O4)N23,72.31
37592,C1C2C3C4CC(CC14)N23,79.59
37593,C1C2C3C4CC1C(C4)N23,79.26
37594,C1C2CC3C4C(OC13)C24,75.33
37595,C1C2CC3C4C2N4CC13,79.21
37596,C1C2CN3CC4C(C13)N24,76.09
37597,C1C2OC3C4C(OC13)C24,67.81
37598,C1C2OC3C4C2N4CC13,71.49
37599,C1C2OC3C4C3N1CC24,71.59
37600,C1C2OC3CN4C2C4C13,72.22
37601,C1C2OC3OC2C2C3N12,64.31
37602,C1C2OC3OC4C2C4C13,67.97
37603,C1C2C3C4=CCCC13C24,86.73
