,BCCvolume_pa_min_value,BCCefflatcnt_min_value,GSestBCClatcnt_min_value,GSvolume_pa_min_value,AtomicVolume_arithmetic_average,GSestFCClatcnt_min_value,HeatVaporization_arithmetic_average,CovalentRadius_min_value,CovalentRadii_min_value,BoilingT_arithmetic_average,GSenergy_pa_composition_average,IsSimpleCubic_composition_average,n_ws^third_arithmetic_average,HeatVaporization_composition_average,AtomicVolume_composition_average,IsNonmetal_composition_average,IonicRadii_difference,AtomicVolume_difference,IonicRadii_min_value,IsPnictide_composition_average,Density_composition_average,GSbandgap_composition_average,AtomicRadii_composition_average,ThermalExpansionCoefficient_min_value,IsMetal_composition_average,target
824,2.89,3.5892684530000003,2.365120549,6.615,6218.419310523673,2.979865165,251.88603333333336,31.0,0.32,2222.71,-3.8103325777777775,0.0,1.5066666666666666,98.39428888888892,12418.74888096702,0.6666666666666666,0.91,18604.06824313921,0.63,0.0,2896.282155555556,5.235333333333333,0.7177777777777778,5.1,0.3333333333333333,270.5857575699285
825,2.89,3.5892684530000003,2.365120549,6.615,6242.017785386338,2.979865165,193.36936666666668,31.0,0.32,1693.043333333333,-3.1047693688888884,0.0,1.2933333333333332,72.39984444444444,12434.328223560056,0.6666666666666666,0.98,18602.69147730057,0.63,0.0,2683.8377111111117,5.235333333333333,0.9177777777777778,8.8,0.3333333333333333,270.5857575699285
826,2.89,3.5892684530000003,2.365120549,6.615,6250.289473373987,2.979865165,192.8827,31.0,0.32,1687.3766666666666,-3.08061191,0.0,1.2766666666666668,72.0754,12439.842682218488,0.6666666666666666,1.11,18602.69147730057,0.63,0.0,2760.948822222222,5.235333333333333,0.96,8.8,0.3333333333333333,373.585749391544
827,2.89,3.5892684530000003,2.365120549,6.615,6236.199397252981,2.979865165,156.88603333333333,31.0,0.32,1429.3766666666668,-2.951145293808572,0.0,1.2733333333333334,78.4189142857143,10662.657411266277,0.5714285714285714,0.9,18603.35355453874,0.64,0.0,1962.1942285714288,4.487428571428572,1.0507142857142855,11.8,0.4285714285714285,373.585749391544
828,2.89,3.5892684530000003,2.365120549,6.615,4679.505220136792,2.979865165,154.439525,31.0,0.32,1665.0325,-3.328656446666667,0.0,1.3125,62.3804,12422.300563274492,0.6666666666666666,0.99,18606.27457583776,0.55,0.0,1238.3932666666667,5.235333333333333,0.7684166666666667,24.8,0.3333333333333333,564.5857342258015
829,2.89,3.5892684530000003,2.365120549,6.615,6236.420089665706,2.979865165,195.9360333333333,31.0,0.32,1716.71,-3.1345926329622213,0.0,1.31,74.11095555555556,12430.596426412969,0.6666666666666666,0.91,18602.69147730057,0.63,0.0,2533.6154888888886,5.235333333333333,0.8888888888888888,8.8,0.3333333333333333,564.5857342258015
830,2.89,3.5892684530000003,2.365120549,6.615,6235.414505192542,2.979865165,89.41936666666666,31.0,0.32,1175.3766666666668,-2.8196734911111108,0.0,1.16,45.63873333333333,12429.052500143203,0.6666666666666666,0.8200000000000001,18594.829647711675,0.72,0.0,973.1710444444444,5.235333333333333,0.8844444444444446,24.8,0.3333333333333333,563.5857343052032
831,2.89,3.5892684530000003,2.365120549,6.615,6259.481714639232,2.979865165,74.28936666666667,31.0,0.32,907.0433333333332,-2.559365664,0.0,0.9866666666666668,44.75686,11202.90980510646,0.6,0.74,18575.114753504837,1.0,0.0,685.8539400000001,4.711799999999998,1.12,0.0,0.4,563.5857343052032
832,14.16,6.096226278,3.2062378330000003,16.48,35.55011727427608,4.039606536,131.8,107.0,1.06,1498.125,-3.101901256943333,0.0,1.1675,102.75,41.04374259947056,0.3333333333333333,1.34,59.253440165568,0.17,0.3333333333333333,1432.1666666666663,0.5416666666666666,1.7066666666666668,23.1,0.6666666666666666,552.5857351786229
833,6.6,4.726663002,2.242692341,5.64,4666.795434150698,2.825615289,250.170225,66.0,0.73,1877.525,-5.0450780615,0.6,0.9625,173.27353999999997,11163.699265876508,0.8,1.24,18583.37207677411,0.16,0.0,781.6573999999998,0.8992000000000001,0.977,1.0,0.2,552.5857351786229
834,6.6,4.726663002,2.242692341,5.64,4679.95182704756,2.825615289,237.495225,66.0,0.73,1794.775,-4.645780702878182,0.5454545454545454,0.8325,159.90321818181818,10160.496917730508,0.7272727272727273,1.35,18583.37207677411,0.16,0.0,708.2339999999999,0.8174545454545455,1.17,1.0,0.2727272727272727,549.5857354168284
835,7.33,4.894871769,2.630893787,9.105,9324.205036073938,3.314718462,23.395175,57.0,0.72,481.175,-3.281280239916,0.6000000000000001,0.1625,19.39832,11177.80346215703,0.8,1.22,18574.442021533927,0.29,0.0,564.1107999999998,0.8344,1.16,70.0,0.2,549.5857354168284
836,8.43,5.128407411,2.687689729,9.7075,4683.37229635286,3.386276865,117.24495,57.0,0.72,1266.22,-1.7389109674990002,0.6,0.715,56.22288,11181.737988673753,0.6,0.97,18585.01414281109,0.54,0.0,539.0176,1.182,1.235,23.1,0.4,125.58576908318848
837,6.6,4.726663002,2.242692341,5.64,8.825089715291721,2.825615289,715.0,76.0,0.77,4300.0,-9.209713655,0.0,1.77,715.0,8.825089715291721,1.0,0.0,0.0,0.16,0.0,2260.0,4.496,0.91,1.0,0.0,125.58576908318848
838,6.98,4.815689402,3.091182017,14.76875,9304.546695568157,3.894645292,146.7964,71.0,0.75,1434.605,-5.978432165,0.0,1.52,146.7964,9304.546695568157,0.5,1.17,18575.90454210129,0.54,0.5,1350.6255,3.2185,1.175,23.1,0.5,360.5857504237672
839,8.43,5.128407411,2.687689729,9.7075,4690.054788674871,3.386276865,118.54245,57.0,0.72,1280.22,-1.67797608775,0.6,0.71,55.82588000000001,11188.57180071504,0.6,1.12,18581.99805384552,0.62,0.0,1020.7176,1.182,1.262,19.7,0.4,360.5857504237672
840,6.11,4.606669594,2.429779429,7.1725,4675.975636077907,3.061330249,187.355225,66.0,0.73,1915.525,-4.02197291875,0.5,0.845,126.04045,9314.716146215073,0.5,1.19,18584.89939922412,0.23,0.0,1157.0478333333333,0.254,1.215,4.7,0.3333333333333333,169.5857655895096
841,15.62,6.29893322,3.390921571,19.495,24.373285625233105,4.272293466,54.935,105.0,1.02,878.86,-2.454695471875,0.0,0.62,54.935,24.373285625233105,0.5,0.6599999999999999,5.586520338876202,0.29,0.0,5305.0,1.101,1.3795000000000002,30.8,0.5,169.5857655895096
842,8.43,5.128407411,2.687689729,9.7075,6249.092901651055,3.386276865,27.803266666666666,57.0,0.72,527.46,-2.0554376559375003,0.75,0.7333333333333333,12.46985,13969.415192699522,0.875,1.57,18573.39444551196,0.17,0.125,464.022,1.680625,1.03375,100.0,0.125,563.5857343052032
843,20.54,6.9009170520000005,3.65918124,24.4975,6129.986193109658,4.610279469,167.17,102.0,0.99,1670.986666666667,-2.095192645499,0.0,0.6766666666666666,74.85300000000002,11005.63704249145,0.6,0.79,18284.49382468168,1.02,0.0,739.5283999999998,1.4957999999999998,1.345,11.3,0.4,563.5857343052032
844,15.62,6.29893322,3.722284555,25.786875,34.71184026524234,4.689784663999999,169.19333333333338,105.0,1.02,1870.24,-3.5955552514575,0.0,0.6666666666666666,129.39499999999998,32.82551664759955,0.5,0.8699999999999999,12.271783087581492,0.29,0.0,2758.5,1.101,1.57925,5.2,0.5,143.5857676539562
845,15.62,6.29893322,3.722284555,25.786875,34.02944458637677,4.689784663999999,95.67,105.0,1.02,1236.9066666666668,-3.3570923052075,0.0,0.6599999999999999,74.2525,32.31371988845038,0.5,0.74,12.271783087581492,0.29,0.25,3667.0,1.101,1.535,13.4,0.5,143.5857676539562
846,11.08,5.617631503999999,2.807970487,11.07,24.017319813415703,3.537821124,240.04,120.0,1.16,2592.0,-4.27170960375,0.0,0.8933333333333333,186.61,24.815191016518675,0.5,0.52,21.183270950619704,0.5,0.0,5757.5,0.3995,1.472,11.3,0.5,989.5857004800396
847,16.2,6.375951415,3.1964805060000003,16.33,25.76588848607933,4.027313073999999,223.41666666666663,120.0,1.16,2337.0,-4.04289428875,0.0,0.8566666666666667,174.14249999999996,26.1266175210164,0.5,0.6499999999999999,15.937564932628806,0.5,0.0,6150.0,0.3995,1.5135,11.3,0.5,989.5857004800396
848,19.01,6.725130247,3.390921571,19.495,28.6542828872023,4.272293466,51.05666666666666,119.0,1.2,794.7666666666668,-1.6576598632142858,0.0,0.8933333333333333,56.387142857142855,30.63437350149496,0.4285714285714285,1.62,21.07883201283889,0.58,0.1428571428571428,6642.428571428573,0.4551428571428571,1.4067142857142858,15.4,0.5714285714285714,251.58575907856252
849,7.33,4.894871769,2.630893787,9.105,6212.994338150234,3.314718462,120.72696666666668,66.0,0.73,1580.6999999999996,-4.481658846666667,0.6666666666666666,0.8833333333333333,62.06893333333333,12402.595752319818,0.6666666666666666,0.8599999999999999,18575.60274197189,0.54,0.1666666666666666,1567.1193333333335,0.0,0.99,11.0,0.3333333333333333,251.58575907856252
850,7.33,4.894871769,2.630893787,9.105,6213.340600596374,3.314718462,90.62363333333334,66.0,0.73,1040.1999999999996,-4.573321994166667,0.6666666666666666,0.9866666666666666,47.01726666666667,12402.768883542887,0.8333333333333333,1.23,18572.58665300632,0.17,0.1666666666666666,1288.786,0.2708333333333333,0.935,19.7,0.1666666666666666,339.5857520912048
851,15.62,6.29893322,3.722284555,25.786875,46.0679137346832,4.689784663999999,75.1,105.0,1.02,1430.36,-3.3726518991666667,0.0,0.405,53.39999999999999,39.76745775467921,0.6666666666666666,1.13,37.802735880024,0.29,0.0,2476.666666666667,1.4680000000000002,1.586666666666667,20.6,0.3333333333333333,339.5857520912048
852,16.2,6.375951415,3.1964805060000003,16.33,29.867252709262356,4.027313073999999,135.765,139.0,1.33,1446.15,-2.1353979887500003,0.0,0.68,135.765,29.867252709262356,0.5,1.0500000000000005,25.583209518743097,1.15,0.0,7715.0,0.531,1.3869999999999998,18.9,0.5,376.58574915333855
853,20.17,6.859228862999999,3.5428740210000003,22.235,26.109057772209603,4.463741557,165.56,120.0,1.16,2030.5,-4.5966803820000015,0.0,0.635,137.71200000000002,26.3290071429332,0.6,0.25,2.1994937072360017,0.5,0.0,4085.4,0.4794000000000001,1.4824,10.0,0.4,376.58574915333855
854,15.62,6.29893322,3.5428740210000003,22.235,26.0879283566314,4.463741557,157.4,105.0,1.02,1910.36,-4.9725352672500005,0.0,0.635,127.92,26.30365184423936,0.6,0.46,2.1572348760796025,0.29,0.0,2370.0,1.3212,1.4044,10.0,0.4,366.5857499473565
855,6.6,4.726663002,2.242692341,5.64,7464.283175103768,2.825615289,190.65014,57.0,0.72,1452.7960000000005,-4.032002800832857,0.5714285714285714,0.6659999999999999,137.15321428571428,10643.687172642522,0.7142857142857142,1.35,18592.78347761331,0.16,0.0,667.4261428571427,0.9237142857142856,1.1628571428571428,1.0,0.2857142857142857,366.5857499473565
856,6.98,4.815689402,2.630893787,9.105,12420.181332597092,3.314718462,27.70123333333333,66.0,0.73,399.77,-4.715871327666,0.6,0.7666666666666666,17.9851,14888.987666154017,0.8,0.31,18516.651101935724,1.4,0.2,172.3076,1.2874,1.092,82.0,0.2,315.58575399684787
857,7.33,4.894871769,2.630893787,9.105,9306.106772103009,3.314718462,181.20545,66.0,0.73,1631.55,-4.979500605,0.6666666666666666,0.75,121.9406,12401.470236898467,0.6666666666666666,1.14,18572.180788772792,0.26,0.0,777.6193333333333,0.2576666666666666,0.9266666666666666,2.6,0.0,315.58575399684787
858,8.43,5.128407411,2.687689729,9.7075,9313.845612744492,3.386276865,114.8024,57.0,0.72,1214.94,-1.940246208125,0.75,0.585,59.03610000000001,13957.727090036547,0.75,0.53,18575.525909168213,0.8,0.0,1828.772,1.4775,0.955,32.1,0.25,304.58575487026764
859,8.43,5.128407411,2.687689729,9.7075,6238.609848209791,3.386276865,57.4466,57.0,0.72,695.2933333333333,-1.3739384245,0.6,0.6133333333333333,35.77588,11183.809335857315,0.6,0.6600000000000001,18580.028541872805,0.95,0.0,2037.4176,1.182,1.2258,30.8,0.4,304.58575487026764
860,14.61,6.160132677999999,3.444849839,20.44,44.79376509958883,4.340238825,153.53333333333333,111.0,1.11,1673.666666666667,-3.330673257,0.0,1.18,112.44,49.74924257618403,0.0,1.35,72.62457412836291,0.26,0.4,3369.600000000001,0.1546,1.812,2.6,0.8,230.58576074600023
861,2.89,3.5892684530000003,2.365120549,6.615,6245.953146148983,2.979865165,26.5527,31.0,0.32,566.2833333333333,-2.79728083625,0.0,0.7,26.5527,6245.953146148983,0.6666666666666666,1.32,18590.885395012632,0.29,0.0,1164.0299666666667,3.3516666666666666,1.356666666666667,70.0,0.3333333333333333,230.58576074600023
862,2.89,3.5892684530000003,2.365120549,6.615,6218.280702770743,2.979865165,231.9427,31.0,0.32,1935.3766666666663,-3.5852136422222216,0.0,1.5,91.74651111111108,12418.702678382708,0.6666666666666666,0.92,18604.484066398003,0.62,0.0,1760.7266,5.235333333333333,0.7161111111111111,6.4,0.3333333333333333,317.58575383804435
863,2.89,3.5892684530000003,2.365120549,6.615,6232.196365630433,2.979865165,236.1427,31.0,0.32,2195.3766666666666,-3.669935853333333,0.0,1.38,94.54651111111107,12427.979786955832,0.6666666666666666,0.92,18604.484066398003,0.62,0.0,2154.504377777778,5.235333333333333,0.8538888888888891,6.4,0.3333333333333333,317.58575383804435
864,2.89,3.5892684530000003,2.365120549,6.615,6232.334973383363,2.979865165,256.0860333333334,31.0,0.32,2482.71,-3.895054788888889,0.0,1.3866666666666667,101.19428888888888,12428.025989540143,0.6666666666666666,0.91,18604.06824313921,0.63,0.0,3290.059933333333,5.235333333333333,0.8555555555555556,5.1,0.3333333333333333,427.5857451038471
865,2.89,3.5892684530000003,2.365120549,6.615,6259.481714639232,2.979865165,74.28936666666667,31.0,0.32,907.0433333333332,-2.4261065064285714,0.0,0.9866666666666668,41.71177142857142,10678.579568878218,0.5714285714285714,0.74,18575.114753504837,1.0,0.0,758.3370857142858,4.487428571428572,1.2271428571428569,0.0,0.4285714285714285,427.5857451038471
866,2.89,3.5892684530000003,2.365120549,6.615,12434.397286423691,2.979865165,24.1503,31.0,0.32,352.78,-3.95933944125,0.0,1.2499999999999998,18.22725,13980.310950019595,0.75,0.1699999999999999,18525.410988962325,1.54,0.25,383.3577,5.53575,1.01,91.0,0.25,556.5857348610158
867,7.33,4.894871769,2.630893787,9.105,6212.346773767939,3.314718462,232.4036333333333,66.0,0.73,2302.7,-4.91470960125,0.5,0.8933333333333333,175.15545,9307.309371948306,0.5,0.6699999999999999,18580.3672245575,0.73,0.0,3348.7145,0.0,1.137,11.3,0.5,556.5857348610158
868,11.08,5.617631503999999,2.807970487,11.07,21.33526621505424,3.537821124,205.1,105.0,1.02,2340.24,-4.540150336875,0.0,0.9133333333333332,156.325,22.79308610995848,0.5,0.46,15.336603862771303,0.29,0.0,3956.25,1.101,1.356,10.0,0.5,247.5857593961698
869,7.33,4.894871769,2.630893787,9.105,6216.237047773848,3.314718462,117.3503,66.0,0.73,1227.0333333333333,-2.92747561611,0.3333333333333333,0.7266666666666667,117.3503,6216.237047773848,0.3333333333333333,0.3799999999999999,18575.12151853951,1.02,0.0,3819.809666666666,0.0,1.358,18.9,0.6666666666666666,247.5857593961698
870,14.61,6.160132677999999,3.444849839,20.44,39.196069378956224,4.340238825,156.10000000000005,111.0,1.11,1697.3333333333337,-3.384355132332,0.0,1.1966666666666668,115.52,43.03200771142493,0.0,1.25,55.8314869664651,0.26,0.4,3099.2000000000007,0.1546,1.76,2.6,0.8,495.5857397045252
871,7.33,4.894871769,2.630893787,9.105,6228.125084263308,3.314718462,56.64363333333333,66.0,0.73,1063.7,-3.932937977,0.6,0.27,35.35054,11173.753917153745,0.8,0.92,18564.98836186357,0.5,0.0,1666.6574,0.1598,1.162,20.6,0.2,495.5857397045252
872,7.33,4.894871769,2.630893787,9.105,9306.106772103009,3.314718462,181.20545,66.0,0.73,1631.55,-4.979500605,0.6666666666666666,0.75,121.9406,12401.470236898467,0.6666666666666666,1.14,18572.180788772792,0.26,0.0,777.6193333333333,0.2576666666666666,0.9266666666666666,2.6,0.0,287.5857562200981
873,6.11,4.606669594,2.429779429,7.1725,6208.52586397169,3.061330249,245.84863333333337,66.0,0.73,2236.0333333333333,-4.722975165834001,0.6,0.9733333333333334,148.87354,11161.994384978776,0.6,1.17,18584.89939922412,0.23,0.0,1954.8574,0.3048,0.966,4.7,0.2,287.5857562200981
874,7.33,4.894871769,2.630893787,9.105,6219.915365287166,3.314718462,72.46029999999998,66.0,0.73,825.6099999999999,-2.9280047343535003,0.5,0.7166666666666667,55.19794999999999,9312.985815587726,0.5,0.3999999999999999,18567.58542441977,1.0,0.0,3771.7145,0.0,1.2575,22.3,0.5,252.5857589991608
875,7.33,4.894871769,2.630893787,9.105,4668.286904539912,3.314718462,132.670225,66.0,0.73,1390.15,-4.081211761875,0.25,1.0375,132.670225,4668.286904539912,0.5,1.23,18576.9914827546,0.17,0.25,3777.60725,0.40625,1.30475,5.2,0.5,252.5857589991608
876,19.01,6.725130247,3.390921571,19.495,28.74705949848153,4.272293466,95.64666666666666,119.0,1.2,1228.0,-2.574891249,0.0,1.1966666666666668,83.84200000000001,25.90903393768352,0.0,0.42,21.357161846676604,0.58,0.4,6060.8,0.0,1.5456,15.4,1.0,1212.58568277344
877,15.62,6.29893322,3.220442052,16.7,39.98715803140987,4.0575027310000005,137.11,105.0,1.02,1626.24,-2.8014830140266667,0.0,0.74,137.11,39.98715803140987,0.3333333333333333,1.22,58.9008010665974,0.29,0.0,7371.999999999999,0.7340000000000001,1.6873333333333334,14.2,0.6666666666666666,1212.58568277344
878,22.88,7.153611229,3.577326635,22.89,43.087193740831225,4.50714913,90.82333333333334,139.0,1.36,1418.333333333333,-2.252391454443333,0.0,1.0266666666666666,90.82333333333334,43.087193740831225,0.0,0.79,52.62557158745121,0.72,0.3333333333333333,3097.0,0.0,1.846666666666667,11.0,1.0,337.5857522500084
879,7.33,4.894871769,2.630893787,9.105,12410.445459978935,3.314718462,135.4169,57.0,0.72,1303.993333333333,-3.794133015833333,0.6666666666666666,0.3933333333333333,135.4169,12410.445459978935,0.6666666666666666,0.24,18564.077921209795,1.16,0.0,2049.708333333333,0.6566666666666666,1.109,5.2,0.3333333333333333,337.5857522500084
880,8.43,5.128407411,2.687689729,9.7075,6254.000590146332,3.386276865,75.22659999999998,57.0,0.72,928.6266666666666,-1.5794277794999998,0.6,0.4866666666666667,46.44388,11193.043781019242,0.6,0.74,18558.671380026128,1.0,0.0,686.8176,1.182,1.36,22.3,0.4,275.5857571729196
881,7.33,4.894871769,2.630893787,9.105,6211.8337192274585,3.314718462,45.22696666666666,66.0,0.73,672.3666666666667,-4.294967098333333,0.6666666666666666,0.8933333333333333,20.5706,12402.023439540728,0.6666666666666666,0.82,18570.61714103361,0.58,0.2222222222222222,2234.7304444444444,0.0,0.961,15.4,0.3333333333333333,275.5857571729196
882,6.6,4.726663002,2.242692341,5.64,14.42073371595226,2.825615289,537.0,76.0,0.77,3736.5,-7.31731583,0.0,1.635,537.0,14.42073371595226,0.5,0.1,11.191288001321082,0.16,0.0,2295.0,2.6345,1.115,1.0,0.0,374.5857493121421
883,7.33,4.894871769,2.630893787,9.105,4685.353722877042,3.314718462,238.552725,66.0,0.73,2127.025,-5.073186286805,0.5833333333333334,0.78,149.048025,10865.707707057234,0.5833333333333334,0.87,18574.150436930217,0.64,0.0,3137.666916666666,0.0,1.235,6.3,0.4166666666666666,374.5857493121421
884,15.07,6.224116959,3.108612885,15.02,23.520399289704965,3.91660681,294.4066666666667,136.0,1.3,3020.333333333333,-5.47712837,0.0,1.4366666666666668,294.4066666666667,23.520399289704965,0.0,0.13,14.8309599370549,0.63,0.3333333333333333,10257.333333333334,0.0,1.5253333333333332,8.8,1.0,3521.5854994347
885,20.17,6.859228862999999,3.728679007,25.92,52.46013419653546,4.697841169,165.03,120.0,1.16,1885.333333333333,-3.2081162575,0.0,0.5933333333333333,130.3525,46.1473018038585,0.5,1.11,65.4321472191481,0.5,0.0,4329.0,0.3995,1.78925,5.2,0.5,3521.5854994347
886,14.58,6.155913407999999,3.043082054,14.09,15.289061092799953,3.834043137,459.2000000000001,121.0,1.18,4038.5,-6.23718341,0.0,1.62,403.0666666666667,15.724182234369936,0.0,0.0899999999999999,2.6107268494198994,0.54,0.0,9330.0,0.0,1.4,5.1,1.0,457.5857427217933
887,20.17,6.859228862999999,3.593145393,23.195,29.97102559242393,4.527079516000001,238.27666666666667,120.0,1.16,2265.333333333333,-3.5798028419433336,0.0,0.7433333333333333,144.24666666666667,30.628169151863283,0.5,0.52,16.1723856130612,0.5,0.0,3817.333333333333,0.3995,1.5999999999999996,5.7,0.5,457.5857427217933
888,7.33,4.894871769,2.630893787,9.105,6244.754974788984,3.314718462,43.48363333333333,66.0,0.73,554.61,-2.2945884584828,0.4,0.5966666666666667,40.32036,7488.783621332856,0.4,0.72,18567.58542441977,1.02,0.0,3458.9716000000008,0.0,1.6800000000000002,49.0,0.6000000000000001,428.5857450244453
889,7.33,4.894871769,2.630893787,9.105,6218.978872411343,3.314718462,143.1003,66.0,0.73,1595.033333333333,-4.567893618,0.4,0.3933333333333333,166.45636000000005,7457.332885968447,0.6000000000000001,0.8999999999999999,18564.98836186357,0.5,0.0,3422.7716,0.1598,1.3228,5.2,0.4,428.5857450244453
890,8.43,5.128407411,2.687689729,9.7075,6248.6771227995305,3.386276865,120.45993333333334,57.0,0.72,1301.2933333333335,-1.762073972777778,0.6666666666666666,0.5966666666666667,49.49653333333333,12430.170024538837,0.6666666666666666,1.03,18574.641782066534,0.71,0.0,1230.9084444444445,1.3133333333333337,1.2533333333333332,22.0,0.3333333333333333,754.5857191394607
891,14.16,6.096226278,3.108612885,15.02,21.787292661687697,3.91660681,261.425,107.0,1.06,2325.75,-5.609842588333334,0.0,1.715,178.41666666666669,23.929569046672203,0.6666666666666666,0.46,12.853658309907,0.17,0.6666666666666666,8245.333333333334,1.0833333333333333,1.3133333333333337,8.8,0.3333333333333333,754.5857191394607
